"SID","Total.Score","View.Count","pwritten","time"
920648021,144,2,0.795833333333333,4
919396643,148,2,0.816666666666667,4
918456694,132.5,1,0.739583333333333,4
919951839,102.75,2,0.64375,4
919918429,133.5,0,0.741666666666667,4
919986082,135.25,1,0.79375,4
918014638,123,0,0.766666666666667,4
920656013,133.5,1,0.720833333333333,4
920751552,136.25,2,0.7875,4
919396119,121.25,1,0.7125,4
918550338,107,1,0.641666666666667,4
920654028,142.75,2,0.816666666666667,4
919200742,127,1,0.666666666666667,4
920693704,131.75,0,0.73125,4
921187471,118,0,0.675,4
919796366,91,0,0.5,4
918306281,127.75,0,0.7,4
919296484,134.25,0,0.74375,4
919625589,72.5,1,0.354166666666667,4
916556606,117.5,0,0.654166666666667,4
918193355,81,0,0.4875,4
921034838,139.25,1,0.760416666666667,4
919356890,144,4,0.833333333333333,4
919787061,142.5,1,0.770833333333333,4
919705946,138.25,1,0.79375,4
921029953,120.5,0,0.604166666666667,4
920646094,144.75,2,0.833333333333333,4
919596375,119,1,0.7,4
918131003,135.5,4,0.779166666666667,4
919348167,140.25,2,0.829166666666667,4
918444761,102.5,0,0.629166666666667,4
919661873,126.5,0,0.704166666666667,4
918193928,134,0,0.725,4
916063005,111.5,0,0.570833333333333,4
919496336,73.25,1,0.404166666666667,4
920435894,131.25,7,0.735416666666667,4
917420294,103.25,3,0.570833333333333,4
920035003,128.25,1,0.69375,4
919415469,108.5,0,0.6625,4
918318790,121,0,0.65,4
919337563,116.75,0,0.641666666666667,4
917069862,120,0,0.7,4
918326724,120,0,0.708333333333333,4
921361129,140.5,4,0.804166666666667,4
918054805,125,0,0.666666666666667,4
920829963,110.5,0,0.604166666666667,4
921177261,146,1,0.833333333333333,4
919246418,146,1,0.816666666666667,4
917362242,133,1,0.75,4
920858390,125.75,1,0.73125,4
919180464,135,1,0.741666666666667,4
920780219,108.5,1,0.6375,4
918805805,102,0,0.541666666666667,4
918523200,100,0,0.6,4
918090131,92,0,0.525,4
918888411,132.75,1,0.725,4
917441354,93,0,0.583333333333333,4
919332652,123,1,0.65,4
918319773,131.75,3,0.68125,4
920901289,139.75,0,0.797916666666667,4
920436534,145.25,1,0.827083333333333,4
916855734,144,1,0.8,4
919938865,125,3,0.725,4
918147097,125.25,0,0.689583333333333,4
919211304,146,1,0.833333333333333,4
920766615,145,1,0.825,4
919716391,140.25,1,0.802083333333333,4
919278033,118.75,0,0.633333333333333,4
918281005,143,1,0.791666666666667,4
918841791,113.75,1,0.614583333333333,4
920512814,115,7,0.641666666666667,4
920003983,102,1,0.55,4
918817275,131,0,0.7,4
919976364,128.75,0,0.764583333333333,4
920984293,111.5,0,0.620833333333333,4
921392813,144,3,0.816666666666667,4
920978924,142,0,0.783333333333333,4
920896983,133.5,0,0.7625,4
920775172,137.75,2,0.8,4
918187756,129.25,0,0.735416666666667,4
919757415,137,0,0.75,4
920661066,147.75,1,0.833333333333333,4
918460949,141.5,0,0.820833333333333,4
918530662,135.5,1,0.775,4
919812237,133.5,0,0.745833333333333,4
919349551,138.25,1,0.745833333333333,4
919791426,138,0,0.825,4
920661600,131,1,0.725,4
920049086,140.5,1,0.779166666666667,4
918772653,132,0,0.758333333333333,4
918769048,143,4,0.816666666666667,4
919609314,114,3,0.6,4
919794151,124.75,0,0.689583333333333,4
920665936,144.5,3,0.795833333333333,4
921220846,140.25,1,0.777083333333333,4
918570583,113.25,0,0.61875,4
920602818,131.25,3,0.74375,4
919926411,94.5,0,0.4625,4
918318295,140.75,2,0.833333333333333,4
919914232,112,1,0.641666666666667,4
921206611,127.25,2,0.685416666666667,4
919355121,145,0,0.8,4
920771613,111,0,0.65,4
919750807,147,0,0.816666666666667,4
919386022,124.5,1,0.645833333333333,4
919623138,113,1,0.625,4
919881239,106.5,1,0.541666666666667,4
919667178,136,1,0.775,4
920482533,111,3,0.575,4
916748430,131,0,0.758333333333333,4
920062843,141,1,0.783333333333333,4
919684805,141.5,0,0.829166666666667,4
920656424,141,1,0.8,4
920916630,128.5,3,0.7125,4
921180177,65,1,0.391666666666667,4
919173934,141,0,0.766666666666667,4
919385463,136,0,0.775,4
920179147,111.5,1,0.570833333333333,4
918682112,148.75,4,0.833333333333333,4
915836301,131,1,0.683333333333333,4
920489617,115.75,0,0.641666666666667,4
