"SID","Total.Score","View.Count","pwritten","time"
919282184,112.5,2,0.820833333333333,3
921315269,123,7,0.925,3
919986082,141,3,1.025,3
918014638,118.75,6,0.872916666666667,3
919928969,128.75,0,0.922916666666667,3
919246641,142,1,1.03333333333333,3
921165862,142.75,5,1.03958333333333,3
921187471,107.5,0,0.779166666666667,3
919200742,132.25,3,0.96875,3
920693704,127.5,1,0.895833333333333,3
915435469,106,1,0.783333333333333,3
918546601,136,0,0.983333333333333,3
918752987,114.5,0,0.8375,3
920041576,128.75,2,0.939583333333333,3
920566462,116.5,8,0.854166666666667,3
920831825,130.25,1,0.952083333333333,3
919245532,98.25,5,0.702083333333333,3
916556606,134.5,0,0.9875,3
919570760,131.5,7,0.979166666666667,3
921094205,144.25,3,1.03541666666667,3
919525951,133.75,1,0.964583333333333,3
920477865,130.5,0,0.954166666666667,3
921029953,100.5,0,0.7375,3
919596375,87.25,0,0.577083333333333,3
918328780,146.75,4,1.07291666666667,3
920728572,139.75,5,1.03125,3
919348167,127,4,0.908333333333333,3
919661873,126.25,0,0.91875,3
920592504,91,1,0.658333333333333,3
919770609,91.25,5,0.69375,3
920475469,132.5,6,0.970833333333333,3
919942877,132.75,0,0.972916666666667,3
920042229,119,4,0.891666666666667,3
921013626,107.75,0,0.78125,3
918583017,142.5,1,1.0375,3
919802470,134,0,0.983333333333333,3
920502196,131.75,0,0.964583333333333,3
921392813,136.5,2,0.9875,3
920617353,84.625,2,0.638541666666667,3
920517110,128,3,0.933333333333333,3
918281005,137.625,1,0.996875,3
919490633,135.25,4,0.960416666666667,3
920512814,120.75,9,0.922916666666667,3
920053373,138.25,1,1.03541666666667,3
920978924,144.25,1,1.03541666666667,3
918166793,83.75,0,0.597916666666667,3
918203290,131.5,3,0.9625,3
921157935,105.75,0,0.747916666666667,3
916873842,106,2,0.8,3
920101885,110.25,2,0.802083333333333,3
919739116,114,3,0.816666666666667,3
920798641,110,1,0.8,3
920896983,119.75,6,0.847916666666667,3
920727285,138.5,6,1.02083333333333,3
919609314,118,3,0.866666666666667,3
918570583,117,0,0.875,3
919454996,103,1,0.741666666666667,3
920447044,147,4,1.05833333333333,3
920665936,134.25,2,1.00208333333333,3
920602818,143.25,5,1.04375,3
918318295,122.5,6,0.904166666666667,3
920076059,117.25,5,0.877083333333333,3
919445141,127.25,0,0.927083333333333,3
918453477,125.5,1,0.9125,3
919958874,118,1,0.85,3
917474059,131.5,1,0.979166666666667,3
918193928,129.5,6,0.9125,3
918803315,111.25,0,0.777083333333333,3
919335387,111.5,0,0.8125,3
921490977,137.75,0,1.01458333333333,3
919528990,134.25,7,0.985416666666667,3
919988365,91.75,4,0.647916666666667,3
919544110,141,6,1.025,3
917527498,129.5,0,0.979166666666667,3
920035003,84.25,1,0.61875,3
919023259,130.75,2,0.95625,3
919706903,107,0,0.791666666666667,3
919415469,112,0,0.816666666666667,3
920077401,123.25,0,0.877083333333333,3
918326724,88.5,0,0.604166666666667,3
921316857,134.5,1,0.9875,3
917420294,136.25,0,0.96875,3
918106892,115,4,0.841666666666667,3
919385654,129.25,2,0.94375,3
921326070,130.75,3,0.939583333333333,3
919246418,76.25,3,0.535416666666667,3
918738516,109.25,0,0.760416666666667,3
919180464,129.5,2,0.945833333333333,3
919452312,85.25,0,0.59375,3
918638108,71.25,7,0.527083333333333,3
921256292,102,3,0.783333333333333,3
919864667,82,1,0.6,3
921205214,123.5,4,0.8625,3
921235174,118.25,1,0.852083333333333,3
920929339,129.25,1,0.960416666666667,3
919332652,129.25,6,0.927083333333333,3
918147097,133.75,0,0.98125,3
919337291,127,0,0.925,3
919942880,135,3,0.991666666666667,3
918166667,131.25,3,0.927083333333333,3
919938865,121,2,0.858333333333333,3
920896103,130.75,0,0.95625,3
920648021,143.25,5,1.04375,3
918319773,143.25,4,1.02708333333333,3
921220846,145,7,1.04166666666667,3
