"SID","Total.Score","View.Count","pwritten","time"
919688636,132.5,3,0.970833333333333,3
918841791,107.75,2,0.797916666666667,3
920890235,149.5,4,1.07916666666667,3
921049593,132.5,1,0.954166666666667,3
920775172,119,3,0.891666666666667,3
919812237,122,0,0.9,3
918245847,99,1,0.708333333333333,3
919757415,118.5,0,0.8375,3
919602324,123.5,3,0.879166666666667,3
919495159,109.5,1,0.779166666666667,3
921374682,133,4,0.941666666666667,3
920563892,131.75,6,0.93125,3
919602285,118.75,4,0.889583333333333,3
920661600,117.5,11,0.879166666666667,3
918717799,116.5,2,0.8375,3
919715994,81.75,1,0.564583333333333,3
919874372,122,1,0.85,3
919245338,119.75,5,0.88125,3
920031094,103.75,0,0.764583333333333,3
919340767,126.25,3,0.935416666666667,3
919544136,130.25,3,0.985416666666667,3
921066534,109.25,1,0.810416666666667,3
921000435,142.5,1,1.0375,3
918525525,122.75,1,0.90625,3
920852930,133.5,3,0.979166666666667,3
921393838,133,2,0.975,3
920486940,125,0,0.891666666666667,3
918030418,120.5,0,0.904166666666667,3
919496336,84.5,2,0.620833333333333,3
919573149,121.5,0,0.8625,3
920475430,121.5,4,0.879166666666667,3
919426270,139.5,3,1.02916666666667,3
918176974,132.5,2,0.9375,3
918166353,134.75,0,0.972916666666667,3
919176627,112.75,0,0.85625,3
917069862,123.75,3,0.897916666666667,3
921341848,114.25,0,0.785416666666667,3
920829963,118.5,0,0.870833333333333,3
919725418,129.5,0,0.945833333333333,3
916932291,137,0,0.975,3
920848753,129,3,0.908333333333333,3
920505782,136.75,11,0.989583333333333,3
921177261,135.5,3,1.0125,3
920985043,106,0,0.783333333333333,3
920780219,107.25,0,0.777083333333333,3
918656012,94.5,3,0.6875,3
920858390,110,2,0.783333333333333,3
918888411,136.5,1,0.9875,3
920085752,138.5,1,1.00416666666667,3
919530917,124.75,1,0.939583333333333,3
917029022,135.25,5,1.01041666666667,3
917441354,100,1,0.7,3
919180192,91.25,0,0.64375,3
920436534,132,3,0.983333333333333,3
918471718,137,1,1.00833333333333,3
920506710,143.25,1,1.02708333333333,3
919396643,135.75,2,0.964583333333333,3
919169883,142.5,1,1.02083333333333,3
920878008,146.25,0,1.06875,3
918456694,108.75,1,0.772916666666667,3
920488993,109.5,1,0.7625,3
918333241,138.25,3,0.985416666666667,3
920803785,131.25,0,0.960416666666667,3
921492506,121.5,2,0.8625,3
919195459,130,3,0.916666666666667,3
919396119,108.5,4,0.7875,3
919860519,124,5,0.9,3
921123901,132.5,3,0.970833333333333,3
918144472,134.75,0,0.989583333333333,3
919598360,142.5,3,1.0375,3
919745236,117,2,0.891666666666667,3
918609661,124.25,3,0.902083333333333,3
921252173,130.25,1,0.96875,3
918306281,132,1,0.95,3
918126759,127.75,3,0.914583333333333,3
919330780,138.75,5,1.02291666666667,3
918845917,136.5,1,1.00416666666667,3
920544484,122,8,0.866666666666667,3
920521889,141.25,2,1.01041666666667,3
918216504,136.5,1,0.9875,3
920816251,131,2,0.941666666666667,3
920646094,136.25,2,1.00208333333333,3
920802540,104.75,1,0.75625,3
917288643,122.5,0,0.8875,3
919787061,137,4,0.991666666666667,3
918061937,137.75,2,0.98125,3
919565597,137.75,0,0.997916666666667,3
918131003,132.25,4,0.985416666666667,3
920758212,142.25,3,1.01875,3
918444761,109.5,0,0.779166666666667,3
921485830,119.25,0,0.877083333333333,3
917986822,102.75,0,0.772916666666667,3
919734593,125,0,0.908333333333333,3
919578937,136.75,3,0.989583333333333,3
920766615,139.5,5,0.995833333333333,3
919722259,118.75,2,0.872916666666667,3
919211304,138.75,6,1.02291666666667,3
919278033,123.75,0,0.88125,3
920529409,137,4,0.975,3
919349551,116.5,3,0.804166666666667,3
