"SID","Total.Score","View.Count","pwritten","time"
920041136,137.25,1,0.764583333333333,4
920562767,129.5,2,0.695833333333333,4
918306715,146.5,2,0.825,4
920545603,110.25,4,0.58125,4
919359509,102,1,0.529166666666667,4
920727285,127.25,2,0.702083333333333,4
921138679,143,0,0.833333333333333,4
920447044,144.25,4,0.827083333333333,4
919715994,122.5,1,0.683333333333333,4
919330094,120.75,1,0.689583333333333,4
919340767,114,1,0.6125,4
920076059,93.5,3,0.5375,4
919971291,140.5,0,0.783333333333333,4
918770231,111.5,0,0.633333333333333,4
918767037,128.25,1,0.74375,4
918525525,129.75,1,0.727083333333333,4
919881417,88.5,0,0.433333333333333,4
920786200,86,0,0.441666666666667,4
921117454,120.5,0,0.654166666666667,4
919445141,99,2,0.495833333333333,4
918678702,114,0,0.6,4
917985726,136.5,1,0.729166666666667,4
920626001,123,2,0.691666666666667,4
921485830,111.25,0,0.564583333333333,4
921361527,134,0,0.758333333333333,4
918569552,144,3,0.816666666666667,4
919503889,137.5,2,0.754166666666667,4
921399311,97.5,0,0.516666666666667,4
920758212,132,5,0.733333333333333,4
920773417,113.75,0,0.610416666666667,4
920728572,144,3,0.816666666666667,4
920475469,145,0,0.833333333333333,4
918612056,137,0,0.791666666666667,4
918726780,138.75,1,0.814583333333333,4
919595813,119,2,0.716666666666667,4
919942877,128,0,0.691666666666667,4
920777060,146.5,8,0.820833333333333,4
920677034,111.25,0,0.597916666666667,4
921157935,89.75,0,0.489583333333333,4
920919569,85.5,3,0.4625,4
921049593,135.5,0,0.770833333333333,4
918203290,129,3,0.775,4
921314639,142,3,0.8,4
918166793,88,0,0.520833333333333,4
919739116,101.5,2,0.6125,4
920101885,99.5,1,0.5375,4
920053373,122.5,0,0.654166666666667,4
918333241,129,1,0.675,4
918803315,110.5,0,0.679166666666667,4
919335387,122,0,0.675,4
921185745,124.25,2,0.697916666666667,4
919176627,54.5,1,0.204166666666667,4
918436504,96.75,1,0.45625,4
920529409,141.5,3,0.804166666666667,4
920967469,104.75,0,0.514583333333333,4
920475430,133,10,0.733333333333333,4
920181258,134.5,0,0.795833333333333,4
921300973,83,0,0.429166666666667,4
921380320,135.5,2,0.779166666666667,4
919361571,71.5,3,0.429166666666667,4
920848753,141.5,2,0.7875,4
921316857,133.5,0,0.7375,4
920462197,129,0,0.745833333333333,4
920505782,139.75,6,0.777083333333333,4
919153488,148.5,2,0.820833333333333,4
918614520,143.5,2,0.804166666666667,4
919859520,111.5,1,0.6375,4
919699573,145,0,0.825,4
918722483,103.25,1,0.56875,4
917065921,96.5,3,0.5375,4
918752835,137,0,0.791666666666667,4
918479587,134,6,0.766666666666667,4
921269629,100.5,4,0.495833333333333,4
919223266,130,2,0.725,4
917029022,140,2,0.825,4
920085752,115,1,0.591666666666667,4
919530917,125,1,0.708333333333333,4
919151655,106.5,2,0.5875,4
918471718,134,2,0.754166666666667,4
919942880,134.5,0,0.783333333333333,4
920896103,114.5,0,0.670833333333333,4
919590436,136,6,0.741666666666667,4
919651809,107.25,0,0.639583333333333,4
918631383,96.5,2,0.5,4
919560149,103.5,0,0.654166666666667,4
920488993,58.5,0,0.229166666666667,4
919195459,142.5,2,0.833333333333333,4
920803785,138,0,0.816666666666667,4
919712256,105.25,0,0.522916666666667,4
918609661,118.5,0,0.641666666666667,4
919711558,146.25,4,0.81875,4
919254565,75,1,0.3125,4
918588300,97.5,0,0.479166666666667,4
921123901,126,6,0.708333333333333,4
920522338,127.5,4,0.720833333333333,4
920521889,134,0,0.7625,4
918509156,109,5,0.625,4
918126759,131,1,0.733333333333333,4
919330780,138.5,8,0.795833333333333,4
918216504,138,1,0.791666666666667,4
920544484,132.5,4,0.725,4
919141513,104.25,0,0.560416666666667,4
917288643,103,0,0.508333333333333,4
920076868,119.5,1,0.6625,4
