"SID","Total.Score","View.Count","pwritten","time"
919452312,99.5,0,0.679166666666667,1
918523200,117,3,0.8,1
920758351,134.5,2,0.920833333333333,1
921328243,121.75,1,0.814583333333333,1
919530917,115,1,0.783333333333333,1
921205214,96.5,4,0.654166666666667,1
918888411,137.5,1,0.895833333333333,1
915331327,135.5,0,0.879166666666667,1
920929339,119,1,0.766666666666667,1
919386022,91,1,0.583333333333333,1
920482850,120,1,0.8,1
918552365,102.5,3,0.654166666666667,1
919499142,124,2,0.833333333333333,1
919938865,80,3,0.591666666666667,1
919590436,133,0,0.908333333333333,1
919948172,85.5,2,0.5375,1
920611003,49.5,0,0.3125,1
920758814,129,2,0.875,1
919396643,143.5,2,0.970833333333333,1
918631383,110,2,0.716666666666667,1
920648021,138,2,0.95,1
919169883,142,1,0.958333333333333,1
921066877,128,1,0.816666666666667,1
918014638,65.5,1,0.520833333333333,1
918402266,116,1,0.841666666666667,1
916063005,102,1,0.725,1
921490977,138,0,0.925,1
921185745,140,0,0.916666666666667,1
920435894,130,0,0.908333333333333,1
920076868,108,1,0.725,1
919542934,140.5,2,0.920833333333333,1
919706903,104.5,1,0.645833333333333,1
920475430,138,2,0.95,1
918176974,134.5,3,0.895833333333333,1
919415469,63.5,0,0.354166666666667,1
920529409,146.5,1,0.970833333333333,1
920035003,111,0,0.7,1
921300973,101,0,0.666666666666667,1
917069862,59,0,0.366666666666667,1
920077401,133.25,0,0.860416666666667,1
919859520,92,1,0.641666666666667,1
921125860,130.5,0,0.8375,1
920985043,69,0,0.525,1
919725418,116.5,0,0.770833333333333,1
918614520,140.5,2,0.970833333333333,1
920893656,131.5,0,0.845833333333333,1
921177261,123.25,1,0.802083333333333,1
919664113,68.5,1,0.320833333333333,1
920140493,54.5,1,0.354166666666667,1
919494736,138.5,1,0.904166666666667,1
917987070,138,1,0.95,1
920858390,76.5,1,0.4375,1
918805805,100.5,1,0.7375,1
918546601,110,0,0.766666666666667,1
919575668,117.25,0,0.802083333333333,1
918144472,142.5,3,0.9375,1
921165862,121,0,0.883333333333333,1
921058432,133,2,0.908333333333333,1
919598360,120,2,0.8,1
919330780,134,3,0.941666666666667,1
920566462,90.5,3,0.579166666666667,1
919570760,140,1,0.916666666666667,1
920831825,118,2,0.808333333333333,1
916909392,81.5,0,0.579166666666667,1
920802540,130.5,1,0.8625,1
919699573,142.5,1,0.9625,1
918061937,144.5,1,0.954166666666667,1
920641471,117.5,2,0.779166666666667,1
918678702,143.5,0,0.945833333333333,1
919283989,103.5,2,0.8625,1
918572947,112,1,0.783333333333333,1
919348167,108,1,0.675,1
921399311,76.5,0,0.4125,1
920728572,139.5,4,0.9125,1
920914441,109.5,7,0.7625,1
920773417,92.5,3,0.620833333333333,1
919661873,128.5,0,0.845833333333333,1
919770609,77.5,2,0.495833333333333,1
919202371,109.5,0,0.6875,1
918281005,135.5,0,0.904166666666667,1
919230013,122,1,0.866666666666667,1
919490633,140,2,0.941666666666667,1
919739116,94.5,1,0.5875,1
919180464,115.5,3,0.7875,1
920073243,134,1,0.891666666666667,1
920101885,88.5,1,0.4875,1
920890235,144.5,3,0.954166666666667,1
919976364,118,2,0.783333333333333,1
920617353,73,0,0.408333333333333,1
921392813,137.5,2,0.945833333333333,1
919903874,77.5,1,0.470833333333333,1
919757415,96,1,0.625,1
920661066,143.5,1,0.945833333333333,1
919214738,137,1,0.916666666666667,1
918306715,143.25,2,0.96875,1
919349551,139.5,5,0.9125,1
920639205,133,2,0.933333333333333,1
921345608,60,1,0.475,1
919750807,130.5,0,0.8375,1
919623138,93.5,2,0.629166666666667,1
920489617,74.5,5,0.470833333333333,1
918682112,134.5,5,0.870833333333333,1
919791426,112.5,0,0.8125,1
920727285,119.5,3,0.820833333333333,1
921138679,142,0,0.933333333333333,1
919715994,105,2,0.7,1
919330094,115.5,1,0.7375,1
919692871,124,2,0.833333333333333,1
920447044,133,3,0.858333333333333,1
919914232,102.5,1,0.729166666666667,1
917452110,131.5,0,0.870833333333333,1
921206611,144,0,0.975,1
915836301,135.5,3,0.929166666666667,1
920179147,108.5,2,0.754166666666667,1
921180177,137,2,0.891666666666667,1
919173934,146.5,0,0.970833333333333,1
916748430,130,1,0.833333333333333,1
919684805,107,1,0.691666666666667,1
920916630,129,1,0.875,1
919385463,134,3,0.891666666666667,1
920482533,78,0,0.525,1
919667178,121,3,0.758333333333333,1
919881239,101.5,2,0.670833333333333,1
