"SID","Total.Score","View.Count","pwritten","time"
916063005,97.5,2,0.7125,3
918802303,91.5,2,0.6625,3
919716391,145,3,1.04166666666667,3
921185745,131.25,2,0.977083333333333,3
920435894,134,4,0.983333333333333,3
920076868,114.75,1,0.839583333333333,3
917337099,132,2,0.933333333333333,3
918318790,131.75,0,0.947916666666667,3
919337563,122.5,0,0.8875,3
919153488,149,3,1.075,3
920181258,136,2,1,3
921380320,131.75,2,0.947916666666667,3
920524873,136.5,8,0.9875,3
917065921,127,1,0.941666666666667,3
919699573,149,0,1.075,3
919410574,136.75,6,1.00625,3
918722483,133.75,5,0.98125,3
919832301,141.75,1,1.03125,3
921205696,142.75,1,1.03958333333333,3
917987070,148.5,0,1.07083333333333,3
919664113,97.25,2,0.69375,3
918479587,128.25,6,0.935416666666667,3
918805805,92.5,1,0.654166666666667,3
919194104,82.5,4,0.604166666666667,3
918533669,130.25,1,0.952083333333333,3
918090131,113,0,0.791666666666667,3
919223266,137.75,1,0.997916666666667,3
919151655,120.5,0,0.870833333333333,3
919286449,112.5,0,0.820833333333333,3
920901289,126,0,0.883333333333333,3
920777060,139,9,1.05833333333333,3
921072832,140,5,1,3
918612056,132,0,0.933333333333333,3
921314639,142.5,8,1.02083333333333,3
918817275,118,0,0.85,3
920073243,134.5,1,0.9875,3
919976364,143,1,1.04166666666667,3
920984293,122,0,0.9,3
920952225,114,0,0.816666666666667,3
918187756,118,0,0.833333333333333,3
918129510,100,0,0.733333333333333,3
920545603,130.5,4,0.970833333333333,3
920041136,128,2,0.9,3
919214738,142.5,1,1.02083333333333,3
919359509,104.5,0,0.7375,3
920639205,132.75,4,0.95625,3
920562767,135.5,1,0.9625,3
920154214,133.5,1,0.945833333333333,3
920049086,129,2,0.941666666666667,3
918772653,125.5,5,0.9125,3
919358047,132,2,0.983333333333333,3
921476739,114.25,3,0.885416666666667,3
919330094,128,2,0.916666666666667,3
919151228,130.5,0,0.9375,3
920985496,141.75,5,1.03125,3
918275626,87.5,0,0.6125,3
919971291,136.5,1,0.970833333333333,3
919793974,144.25,1,1.03541666666667,3
919926411,103.5,0,0.729166666666667,3
918634995,139.25,4,1.02708333333333,3
921117454,118,4,0.833333333333333,3
918767037,140,3,1,3
917452110,138.75,1,0.989583333333333,3
919881417,110.25,1,0.752083333333333,3
920786200,98,0,0.683333333333333,3
920771613,82.25,4,0.552083333333333,3
919499142,148.5,3,1.07083333333333,3
918552365,128.25,3,0.935416666666667,3
916855734,132.75,7,0.95625,3
919948172,103.75,0,0.714583333333333,3
920758814,137.75,4,1.01458333333333,3
920611003,108.5,5,0.7375,3
919651809,95,3,0.708333333333333,3
918552103,136.5,1,1.00416666666667,3
918687528,126,2,0.883333333333333,3
919668999,69.5,0,0.4625,3
921096656,123.5,2,0.9125,3
919712256,125,0,0.891666666666667,3
921058432,126.25,6,0.902083333333333,3
921168791,141,0,1.00833333333333,3
919049974,115.25,0,0.84375,3
920577927,146.75,2,1.05625,3
919905432,124.5,6,0.8875,3
918333429,131.75,9,0.947916666666667,3
918467557,128.75,0,0.922916666666667,3
921241692,137.5,1,0.979166666666667,3
919296484,129.75,1,0.914583333333333,3
919973286,132.5,3,0.9375,3
921345608,117.5,3,0.8125,3
919625589,83,0,0.608333333333333,3
919796366,75,1,0.491666666666667,3
919520846,147,7,1.05833333333333,3
919380662,124.25,0,0.885416666666667,3
921034838,144.25,2,1.03541666666667,3
919356890,144.75,6,1.03958333333333,3
920641471,124.25,3,0.86875,3
916070386,130.25,1,0.96875,3
919408081,126.5,3,0.904166666666667,3
921399311,99.25,0,0.727083333333333,3
919503889,144,4,1.03333333333333,3
918569552,135,4,0.958333333333333,3
917985726,136.25,2,1.00208333333333,3
920649075,125,0,0.908333333333333,3
918726780,128.5,2,0.920833333333333,3
919750807,143,0,1.04166666666667,3
919623138,134.25,2,1.00208333333333,3
919386022,118.5,11,0.8375,3
919881239,118,3,0.866666666666667,3
919667178,114.75,2,0.80625,3
920482533,83,3,0.608333333333333,3
916748430,136.25,0,0.96875,3
919684805,143.5,0,1.04583333333333,3
920656424,146.5,2,1.05416666666667,3
920916630,120.5,1,0.8875,3
919173934,137,2,0.991666666666667,3
919385463,141.5,10,1.02916666666667,3
920489617,128,2,0.95,3
921180177,142.25,6,1.01875,3
915836301,124,3,0.883333333333333,3
918682112,137.75,6,0.98125,3
920179147,136,2,0.983333333333333,3
NA,19.25,0,0.160416666666667,3
