"SID","Total.Score","View.Count","pwritten","time"
918402266,131,0,0.975,2
921185745,122.5,0,0.904166666666667,2
919335387,121,0,0.891666666666667,2
919927643,137.5,0,1.04583333333333,2
920076868,114,0,0.85,2
919542934,128.5,3,0.954166666666667,2
917527498,107,0,0.775,2
919528990,143.75,1,1.08125,2
918176974,133.5,1,1.0125,2
921125860,127,0,0.941666666666667,2
920985043,79.75,0,0.58125,2
920916669,132.5,3,0.9875,2
920893656,125.5,0,0.9625,2
919385654,126.5,0,0.9875,2
920140493,64,1,0.466666666666667,2
918656012,103,0,0.791666666666667,2
921205696,137.25,4,1.02708333333333,2
918738516,103.5,0,0.8125,2
919396643,141.5,3,1.0625,2
918456694,97.75,1,0.697916666666667,2
918014638,118.5,1,0.920833333333333,2
919560149,96.5,0,0.704166666666667,2
920656013,133,0,0.991666666666667,2
919282184,92.25,2,0.685416666666667,2
920751552,119.5,0,0.879166666666667,2
918752987,89.25,0,0.64375,2
921168791,141.75,0,1.06458333333333,2
919905432,118.5,2,0.8875,2
920693704,123.25,0,0.910416666666667,2
919711558,128.5,2,0.954166666666667,2
919200742,109,1,0.808333333333333,2
919245532,91.75,0,0.68125,2
919296484,124.5,0,0.9375,2
919743843,99.5,0,0.729166666666667,2
920521889,128.75,3,0.95625,2
920816251,125.75,1,0.93125,2
921395182,61.5,0,0.4625,2
919356890,110.75,3,0.839583333333333,2
921094205,132.75,1,0.989583333333333,2
921029953,95,0,0.691666666666667,2
920646094,122.75,5,0.939583333333333,2
918203290,122.25,2,0.902083333333333,2
921049593,134.75,0,1.00625,2
920677034,133,0,1.00833333333333,2
920073243,104.25,1,0.76875,2
919976364,124.25,2,0.935416666666667,2
918187756,116.5,0,0.904166666666667,2
920154214,122.5,2,0.904166666666667,2
919214738,145.5,1,1.09583333333333,2
918460949,105.25,1,0.777083333333333,2
920563892,124,2,0.933333333333333,2
920639205,121,1,0.891666666666667,2
921374682,135,5,1.00833333333333,2
920727285,119.75,4,0.88125,2
919609314,118.5,1,0.904166666666667,2
920661600,121.75,2,0.897916666666667,2
921138679,129,3,0.958333333333333,2
918275626,106.5,0,0.7875,2
918770231,116.5,0,0.8875,2
918453477,113,0,0.841666666666667,2
919278596,133.75,0,0.997916666666667,2
921000435,122,1,0.9,2
918572947,124.5,1,0.970833333333333,2
919452312,109.75,0,0.83125,2
918638108,105.5,1,0.779166666666667,2
918523200,106.75,3,0.80625,2
920958135,124,10,0.916666666666667,2
921256292,110,2,0.8,2
917029022,130,2,0.983333333333333,2
