"question_id","Notation","version","student_id","anon_id","exam"
"H1","VDH15","B",918333429,593374,2
"H1","VDH15","B",916748430,648833,2
"H1","VDH14","A",920916669,765041,2
"H1","VDH14","A",918147097,359836,2
"H1","VDH14","B",918054805,124150,2
"H1","VDH14","A",919560149,453977,2
"H1","VDH14","A",917527498,692033,2
"H1","VDH14","A",921399311,248654,2
"H1","VDH14","A",920985043,528554,2
"H1","VDH14","A",918638108,363247,2
"H1","VDH14","B",917362242,490479,2
"H1","VDH14","B",920062843,33266,2
"H1","VDH14","B",918281005,978945,2
"H1","VDH14","B",920447044,59135,2
"H1","VDH14","A",919151655,566690,2
"H1","VDH14","B",919699573,588563,2
"H1","VDH14","B",921485830,135854,2
"H1","VDH14","A",920639205,341430,2
"H1","VDH14","A",919356890,244015,2
"H1","VDH14","B",920967469,935209,2
"H1","VDH14","A",918275626,407642,2
"H1","VDH14","B",921504261,662362,2
"H1","VDH14","B",920758814,935667,2
"H1","VDH14","B",920486940,58745,2
"H1","VDH14","A",921185745,91330,2
"H1","VDH14","B",918193355,862449,2
"H1","VDH14","B",919796366,684715,2
"H1","VDH12","B",921345608,507517,2
"H1","VDH12","B",917362242,490479,2
"H0","TGH02","B",921327419,847281,2
"H0","TGH02","B",917069862,118791,2
"H0","TGH02","B",921345608,507517,2
"H0","TGH02","B",919490633,720616,2
"H0","TGH02","C",919194104,92678,2
"H0","TGH02","D",920984293,470909,2
"H0","TGH02","C",921300973,190808,2
"H0","TGH02","B",918333429,593374,2
"H0","TGH02","A",921000435,664495,2
"H0","TGH02","A",917441354,342612,2
"H0","TGH02","D",919332652,672211,2
"H0","TGH02","B",919596375,984483,2
"H0","TGH02","A",918456694,220027,2
"H0","TGH02","C",918802303,622456,2
"H0","TGH02","C",918841791,259835,2
"H0","TGH02","A",919770609,625832,2
"H0","TGH02","D",918588300,876961,2
"H0","TGH02","B",921504261,662362,2
"H0","TGH02","A",919245532,690944,2
"H0","TGH02","A",919282184,428345,2
"H0","TGH02","B",919667178,176063,2
"H0","TGH02","D",919211304,976611,2
"H0","TGH02","A",920816251,192121,2
"H0","TGH02","A",919408081,225644,2
"H0","TGH02","D",920952225,162626,2
"H0","TGH02","D",919380086,770325,2
"H0","TGH02","D",918805805,417319,2
"H0","TGH02","D",921096656,172514,2
"H0","TGH02","D",921206611,506095,2
"H0","TGH02","A",918770231,151847,2
"H0","TGH01","D",919565597,943584,2
"H0","TGH01","A",918752987,968096,2
"H0","TGH01","D",920506710,318284,2
"H0","TGH01","A",919396643,529135,2
"H0","TGH01","B",919359509,958519,2
"H0","TGH01","C",917985726,212204,2
"H0","TGH01","C",918612056,352635,2
"H0","TGH01","C",920524873,258330,2
"H0","TGH01","D",920517110,834917,2
"H0","TGH01","C",921476739,626623,2
"H0","TGH01","A",917029022,465337,2
"H0","TGH01","A",920916669,765041,2
"H0","TGH01","A",920502196,580775,2
"H0","TGH01","A",918147097,359836,2
"H0","TGH01","B",918817275,689115,2
"H0","TGH01","C",919602324,856041,2
"H0","TGH01","D",919295087,907418,2
"H0","TGH01","D",920878008,512042,2
"H0","TGH01","B",919881239,222033,2
"H0","TGH01","D",919832301,836043,2
"H0","TGH01","C",918061937,135939,2
"H0","TGH01","D",920798641,305722,2
"H0","TGH01","D",919664113,865209,2
"H0","TGH01","C",920003983,853202,2
"H0","TGH01","D",919246418,888959,2
"H0","TGH01","A",920661600,329562,2
"H0","TGH01","D",919349551,296676,2
"H0","TGH01","C",920085752,636637,2
"H0","TGH01","A",918166667,288131,2
"H0","TGH01","A",921438764,476109,2
"H0","TGH01","C",919570760,722426,2
"H0","TGH01","C",918570583,165546,2
"H0","TGH01","D",920617353,681039,2
"H0","TGH01","B",918054805,124150,2
"H0","TGH01","B",920890235,738900,2
"H0","TGH01","D",918609661,907662,2
"H0","TGH01","D",920041136,796245,2
"H0","TGH01","B",917474059,133842,2
"H0","TGH01","D",920512814,580964,2
"H0","TGH01","D",920487376,499082,2
"H0","TGH01","D",921390556,56505,2
