"question_id","Notation","version","student_id","anon_id","exam"
"OPDEF","OPM2","A",921437600,517410,3
"OPDEF","OPM2","A",920626001,652675,3
"OPDEF","OPM2","A",921341534,799050,3
"OPDEF","OPM2","A",918218890,873188,3
"OPDEF","OPM3","A",921327419,847281,3
"OPDEF","OPM3","A",920916669,765041,3
"OPDEF","OPM3","A",919295087,907418,3
"OPDEF","OPM3","A",921438764,476109,3
"OPDEF","OPM3","A",918054805,124150,3
"OPDEF","OPM3","A",921390556,56505,3
"OPDEF","OPM3","A",920495805,748690,3
"OPDEF","OPM3","A",919951839,151635,3
"OPDEF","OPM3","A",920062843,33266,3
"OPDEF","OPM3","A",919903874,968101,3
"OPDEF","OPM3","A",918752835,721234,3
"OPDEF","OPM3","A",916561057,620447,3
"OPDEF","OPM3","A",920887442,869130,3
"OPDEF","OPM3","A",920914441,429624,3
"OPDEF","OPM3","A",919987023,846375,3
"OPDEF","OPM3","A",918509156,774287,3
"OPDEF","OPM3","A",921066877,657777,3
"OPDEF","OPM3","A",921033127,642891,3
"OPDEF","OPM3","A",919141513,779885,3
"OPDEF","OPM3","A",919494736,330065,3
"OPDEF","OPM3","A",920967469,935209,3
"OPDEF","OPM3","A",918641454,88518,3
"OPDEF","OPM3","A",921504261,662362,3
"OPDEF","OPM3","A",919743843,140062,3
"OPDEF","OPM3","A",919813414,782513,3
"OPDEF","OPM3","A",919361571,960843,3
"OPDEF","OPM3","A",920140493,860330,3
"OPDEF","OPM3","A",919859520,509583,3
"OPDEF","OPM3","A",918193355,862449,3
"OPDEF","OP2","A",921327419,847281,3
"OPDEF","OP2","A",920916669,765041,3
"OPDEF","OP2","A",919295087,907418,3
"OPDEF","OP2","A",921438764,476109,3
"OPDEF","OP2","A",918054805,124150,3
"OPDEF","OP2","A",921395182,226831,3
"OPDEF","OP2","A",920495805,748690,3
"OPDEF","OP2","A",920773417,819339,3
"OPDEF","OP2","A",919951839,151635,3
"OPDEF","OP2","A",917362242,490479,3
"OPDEF","OP2","A",921437600,517410,3
"OPDEF","OP2","A",919903874,968101,3
"OPDEF","OP2","A",918752835,721234,3
"OPDEF","OP2","A",920626001,652675,3
"OPDEF","OP2","A",916561057,620447,3
"OPDEF","OP2","A",921125860,235058,3
"OPDEF","OP2","A",920887442,869130,3
"OPDEF","OP2","A",920914441,429624,3
"OPDEF","OP2","A",919987023,846375,3
"OPDEF","OP2","A",921341534,799050,3
"OPDEF","OP2","A",921066877,657777,3
"OPDEF","OP2","A",921138679,245847,3
"OPDEF","OP2","A",921033127,642891,3
"OPDEF","OP2","A",919141513,779885,3
"OPDEF","OP2","A",919494736,330065,3
"OPDEF","OP2","A",920967469,935209,3
"OPDEF","OP2","A",918769048,345393,3
"OPDEF","OP2","A",918641454,88518,3
"OPDEF","OP2","A",921504261,662362,3
"OPDEF","OP2","A",918218890,873188,3
"OPDEF","OP2","A",919813414,782513,3
"OPDEF","OP2","A",919361571,960843,3
"OPDEF","OP2","A",919859520,509583,3
"OPDEF","OP2","A",918193355,862449,3
"OPDEF","OP4","A",921390556,56505,3
"OPDEF","OP4","A",920140493,860330,3
"OPDEF","OPMS2","A",921390556,56505,3
"OPDEF","OPMS2","A",920773417,819339,3
"OPDEF","OPMS2","A",920062843,33266,3
"OPDEF","OPMS2","A",921437600,517410,3
"OPDEF","OPMS2","A",919903874,968101,3
"OPDEF","OPMS2","A",920967469,935209,3
"OPDEF","OPMS2","A",918769048,345393,3
"OPDEF","OPMS2","A",920734032,74053,3
"OPDEF","OPMS2","A",919380086,770325,3
"OPDEF","OPMS2","A",919361571,960843,3
"OPDEF","OPMS2","A",920140493,860330,3
"OPDEF","OPMS3","A",921395182,226831,3
"OPDEF","OPMS3","A",919743843,140062,3
"OPDEF","OPMS3","A",918193355,862449,3
"OPDEF","OPMS4","A",920003983,853202,3
"OPDEF","OPMS4","A",921438764,476109,3
"OPDEF","OPMS4","A",920677034,92527,3
"OPDEF","OPMS4","A",919743843,140062,3
"OPDEF","OPMS4","A",920967469,935209,3
"OPDEF","OPMS4","A",919743843,140062,3
"OPDEF","OPD3","A",919295087,907418,3
"OPDEF","OPD3","A",921438764,476109,3
"OPDEF","OPD3","A",921395182,226831,3
"OPDEF","OPD3","A",918523200,639052,3
"OPDEF","OPD3","A",920674639,623740,3
"OPDEF","OPD3","A",920062843,33266,3
"OPDEF","OPD3","A",921437600,517410,3
"OPDEF","OPD3","A",919903874,968101,3
"OPDEF","OPD3","A",918752835,721234,3
"OPDEF","OPD3","A",920626001,652675,3
"OPDEF","OPD3","A",918525347,270914,3
"OPDEF","OPD3","A",920751552,225529,3
"OPDEF","OPD3","A",916561057,620447,3
"OPDEF","OPD3","A",919809499,292843,3
"OPDEF","OPD3","A",921138679,245847,3
"OPDEF","OPD3","A",918769048,345393,3
"OPDEF","OPD3","A",918588300,876961,3
"OPDEF","OPD3","A",918641454,88518,3
"OPDEF","OPD3","A",921361129,919187,3
"OPDEF","OPD3","A",918824970,769729,3
"OPDEF","OPD3","A",919743843,140062,3
"OPDEF","OPD3","A",918218890,873188,3
"OPDEF","OPD3","A",918578190,354442,3
"OPDEF","OPD3","A",919914818,901788,3
"OPDEF","OPD3","A",919361571,960843,3
"OPDEF","OPD3","A",921206611,506095,3
"OPDEF","OPD3","A",919859520,509583,3
"OPDEF","OPD3","A",918193355,862449,3
"OPDEF","OPD5","A",920140493,860330,3
"OPDEF","OPD4","A",921438764,476109,3
"OPDEF","OPE2","A",919295087,907418,3
"OPDEF","OPE2","A",920003983,853202,3
"OPDEF","OPE2","A",918054805,124150,3
"OPDEF","OPE2","A",921390556,56505,3
"OPDEF","OPE2","A",919986590,548093,3
"OPDEF","OPE2","A",920893656,991407,3
"OPDEF","OPE2","A",919230013,698444,3
"OPDEF","OPE2","A",919560149,453977,3
"OPDEF","OPE2","A",918550338,462500,3
"OPDEF","OPE2","A",918523200,639052,3
"OPDEF","OPE2","A",919951839,151635,3
"OPDEF","OPE2","A",919914232,574761,3
"OPDEF","OPE2","A",917362242,490479,3
"OPDEF","OPE2","A",920062843,33266,3
"OPDEF","OPE2","A",921437600,517410,3
"OPDEF","OPE2","A",919542934,786495,3
"OPDEF","OPE2","A",918572947,884359,3
