"question_id","Notation","version","student_id","anon_id","exam"
"CONFOUND"," C02C","A",919971291,748219,5
"REP"," R03F","A",921157935,577775,5
"CONFOUND","C01B","C",921300973,190808,5
"CONFOUND","C01B","C",919246641,739642,5
"CONFOUND","C01B","C",919454996,903459,5
"CONFOUND","C01B","C",918841791,259835,5
"CONFOUND","C01B","C",921033127,642891,5
"CONFOUND","C01B","C",919743843,140062,5
"CONFOUND","C01C","C",919664113,865209,5
"CONFOUND","C01C","C",919349551,296676,5
"CONFOUND","C01C","C",920617353,681039,5
"CONFOUND","C01C","C",920487376,499082,5
"CONFOUND","C01C","C",918550338,462500,5
"CONFOUND","C01C","C",921187471,642673,5
"CONFOUND","C01C","C",920773417,819339,5
"CONFOUND","C01C","C",918333429,593374,5
"CONFOUND","C01C","C",919802470,956000,5
"CONFOUND","C01C","C",919544110,822100,5
"CONFOUND","C01C","C",919734593,68946,5
"CONFOUND","C01C","A",918802303,622456,5
"CONFOUND","C01C","C",918678702,593931,5
"CONFOUND","C01C","C",921490977,850089,5
"CONFOUND","C01C","A",920529409,581826,5
"CONFOUND","C01C","C",920482850,218881,5
"CONFOUND","C01C","C",917987070,746481,5
"CONFOUND","C01C","C",918824970,769729,5
"CONFOUND","C01C","C",919361571,960843,5
"CONFOUND","C02B","C",918752987,968096,5
"CONFOUND","C02B","A",919396643,529135,5
"CONFOUND","C02B","C",919295087,907418,5
"CONFOUND","C02B","C",918061937,135939,5
"CONFOUND","C02B","C",920003983,853202,5
"CONFOUND","C02B","C",920617353,681039,5
"CONFOUND","C02B","C",921187471,642673,5
"CONFOUND","C02B","A",919986082,34034,5
"CONFOUND","C02B","C",921205214,431940,5
"CONFOUND","C02B","C",921300973,190808,5
"CONFOUND","C02B","C",918572947,884359,5
"CONFOUND","C02B","C",917337099,881437,5
"CONFOUND","C02B","A",919971291,748219,5
"CONFOUND","C02B","C",919330094,566484,5
"CONFOUND","C02B","C",919734593,68946,5
